ID,English,Category,Notes
746,"""Export completed. Your download should start shortly."",sentences,
747,"""Export downloaded"",other,
748,"""Export failed"",errors,
749,"""Export format"",other,
750,"""Export in progress..."",other,
751,"""Export started"",other,
752,"""Export this address book to a file."",contacts,
753,"""Export {name}"",other,
754,"""Export, version, and import system configuration as JSON for GitOps workflows."",settings,
755,"""Expunge"",other,
756,"""Expunge failed"",errors,
757,"""Expunge folder"",other,
758,"""Extended address"",contacts,
759,"""External Accounts"",other,
760,"""External accounts"",other,
761,"""Extra large"",other,
762,"""Extract Info"",other,
763,"""Extract phone, title, company, location from email signatures."",mail,
764,"""Extracted Information"",other,
765,"""Extraction failed"",errors,
766,"""Failed to change password"",errors,
767,"""Failed to create"",errors,
768,"""Failed to create external account. Please try again."",errors,
769,"""Failed to create folder"",errors,
770,"""Failed to create poll"",errors,
771,"""Failed to create resource"",errors,
772,"""Failed to create rule"",errors,
773,"""Failed to create share"",errors,
774,"""Failed to create slot"",errors,
775,"""Failed to create the calendar. Please try again."",calendar,
776,"""Failed to create the event. Please try again."",calendar,
777,"""Failed to create user"",errors,
778,"""Failed to create webhook"",errors,
779,"""Failed to delete"",errors,
780,"""Failed to delete account. Please try again."",errors,
781,"""Failed to delete folder"",errors,
782,"""Failed to delete resource"",errors,
783,"""Failed to delete rule"",errors,
784,"""Failed to delete the calendar. Please try again."",calendar,
785,"""Failed to delete the event. Please try again."",calendar,
786,"""Failed to delete user"",errors,
787,"""Failed to discard draft"",errors,
788,"""Failed to export folder"",errors,
789,"""Failed to fetch debug data"",errors,
790,"""Failed to generate record"",errors,
791,"""Failed to load audit log"",errors,
792,"""Failed to load external accounts. Please try again later."",errors,
793,"""Failed to load health data"",errors,
794,"""Failed to load profile. Please try again later."",errors,
795,"""Failed to load resources"",errors,
796,"""Failed to load system settings."",errors,
797,"""Failed to load theme settings"",errors,
798,"""Failed to move folder"",errors,
799,"""Failed to read file"",errors,
800,"""Failed to remove share"",errors,
801,"""Failed to rename folder"",errors,
802,"""Failed to revoke session"",errors,
803,"""Failed to save"",errors,
804,"""Failed to save branding"",errors,
805,"""Failed to save draft"",errors,
806,"""Failed to save: {message}"",mail,
807,"""Failed to select file"",errors,
808,"""Failed to send mail"",mail,
809,"""Failed to share address book"",contacts,
810,"""Failed to share calendar"",calendar,
811,"""Failed to share draft"",errors,
812,"""Failed to snooze email"",mail,
813,"""Failed to toggle"",errors,
814,"""Failed to update"",errors,
815,"""Failed to update external account. Please try again."",errors,
816,"""Failed to update folder type"",errors,
817,"""Failed to update profile. Please try again."",errors,
818,"""Failed to update quota"",errors,
819,"""Failed to update resource"",errors,
820,"""Failed to update rule"",errors,
821,"""Failed to update the calendar. Please try again."",calendar,
822,"""Failed to update the event. Please try again."",calendar,
823,"""Failed to update user"",errors,
824,"""Failed to update your attendance"",errors,
825,"""Failed to update your attendance. Please try again."",errors,
826,"""Failed to upload attachment"",errors,
827,"""Failed to validate record"",errors,
828,"""Favicon"",other,
829,"""Fetch User Profile"",auth,
830,"""Fetch count of unseen messages for all mailboxes"",mail,
831,"""Field that start a user DN if setting Bind Field is not used.(example: if your have 'dn: uid=sogo,ou=users,dc=example,dc=org' this value should be 'uid'"",settings,
832,"""Field where to find the multibooking value of a resource"",sentences,
833,"""Field where to find the user mail. Additional fields may be set after the main mail field to tell user's aliases."",mail,
834,"""Field with the Complete Name of the user"",auth,
835,"""Field with the user's login, the login must be unique accross all User Sources and Domains"",auth,
836,"""File"",other,
837,"""File Sharing"",other,
838,"""File format"",other,
839,"""File the message in"",mail,
840,"""Filename"",other,
841,"""Filename and size are required"",sentences,
842,"""Filter domains..."",other,
843,"""Filter name"",other,
844,"""Filter name is required"",sentences,
845,"""Filter rules..."",other,
846,"""Filter..."",other,
847,"""Filters"",other,
848,"""Filters apply only to messages loaded on this page."",mail,
849,"""Filters saved"",actions,
850,"""First Name"",other,
851,"""First day of the week in calendar view"",calendar,
852,"""First name"",other,
853,"""First row must be the header. uid, cn, sn, givenName, mail are required. password is optional (random if blank)."",mail,
854,"""Flag actions are not yet available on this server"",sentences,
855,"""Flag the message with"",mail,
856,"""Flag unusual sending patterns: bulk email, odd hours, new recipients."",mail,
857,"""Folder created"",other,
858,"""Folder deleted"",actions,
859,"""Folder expunged"",other,
860,"""Folder moved"",other,
861,"""Folder name"",other,
862,"""Folder name cannot contain a dot"",sentences,
863,"""Folder name is required"",sentences,
864,"""Folder name must be at most 100 characters"",sentences,
865,"""Folder purged"",other,
866,"""Folder renamed"",other,
867,"""Folder sharing settings have been saved."",settings,
868,"""Folder type updated"",other,
869,"""Folders"",other,
870,"""For incoming messages that"",mail,
871,"""Force MFA"",other,
872,"""Force Password Recovery"",auth,
873,"""Force synchronization of events created from CalDAV clients"",calendar,
874,"""Force users to set up MFA"",auth,
875,"""Force users to set up a password recovery method."",auth,
876,"""Foreground"",other,
877,"""Forensic Reports Email"",mail,
878,"""Forgot password?"",auth,
879,"""Forward"",other,
880,"""Forward messages"",mail,
881,"""Forward the message to"",mail,
882,"""Forward to these addresses (up to {max} addresses). Add multiple addresses separated by comma, semicolon, or press Enter/Tab."",contacts,
883,"""Forwarding settings saved"",settings,
884,"""Foundation"",other,
885,"""Free"",other,
886,"""Free/Busy"",other,
887,"""Free/Busy Lookup"",other,
888,"""Fri"",other,
889,"""Friday"",other,
890,"""From"",other,
891,"""Full Name"",other,
892,"""Full view"",other,
893,"""GDPR"",other,
894,"""GID Number"",other,
895,"""GID Number (optional)"",other,
896,"""General"",other,
897,"""General Settings"",settings,
898,"""General settings saved"",settings,
899,"""Generate DKIM Record"",other,
900,"""Generate DMARC Record"",other,
901,"""Generate SPF Record"",other,
902,"""Generate and validate DNS records for email authentication (SPF, DKIM, DMARC). Add these records to your domain's DNS zone to protect against spoofing and improve deliverability."",mail,
903,"""Generated DNS Record"",other,
904,"""Get Calendar Link"",calendar,
905,"""Given Name"",other,
906,"""Global address books"",contacts,
907,"""Good luck to the person who will do this..."",sentences,
908,"""Got it"",other,
909,"""Ground floor, 20 seats, video conferencing"",sentences,
910,"""Group Name"",other,
911,"""Group created successfully"",other,
912,"""Group name required"",other,
913,"""HIPAA Compliance"",other,
914,"""HIPAA Compliance Mode"",other,
915,"""HIPAA Mode"",other,
916,"""HMAC secret (optional)"",other,
917,"""HSL values for the page background"",sentences,
918,"""HSL values for the primary color (e.g. 180 25% 40%)"",sentences,
919,"""HSL values for the sidebar background"",sentences,
920,"""HSL values for the top header bar"",sentences,
921,"""Has events"",calendar,
922,"""Hash"",other,
923,"""Hash Algorithm"",other,
924,"""Header"",other,
925,"""Header Background"",other,
926,"""Header Foreground"",other,
927,"""Header name"",other,
928,"""Header name (e.g. X-Spam-Flag)"",sentences,
929,"""Header name is required"",sentences,
930,"""Health"",other,
931,"""Healthcare-grade compliance with PHI detection, encryption, and audit trails"",sentences,
932,"""Helpdesk"",other,
933,"""Helpdesk / Ticketing"",other,
934,"""Hide password"",auth,
935,"""High"",other,
936,"""Highest"",other,
937,"""Home"",other,
938,"""Home Directory"",other,
939,"""Home Directory (optional)"",other,
940,"""Hostname of the IMAP server"",sentences,
941,"""Hostname of the SMTP server"",sentences,
942,"""Hostname of the sieve server"",sentences,
943,"""Hour (0-23)"",other,
944,"""Hours"",other,
945,"""How dates are displayed in the app."",sentences,
946,"""How the first week number is evaluated"",sentences,
947,"""How time is displayed in the app."",sentences,
948,"""I understand this will permanently delete the selected mails and they cannot be recovered"",mail,
949,"""ID"",other,
950,"""ID field"",other,
951,"""IMAP Folder"",other,
952,"""IMAP Label"",other,
953,"""IMAP account created successfully"",sentences,
954,"""IMAP account updated successfully"",sentences,
955,"""IMAP auth mech"",other,
956,"""IMAP encryption"",other,
957,"""IMAP flag (e.g. \Flagged)"",sentences,
958,"""IMAP port"",other,
959,"""IMAP server"",other,
960,"""IMAP's authentication mechanism. Do not use 'login' without precaution"",auth,
961,"""IP Address"",contacts,
962,"""IPv4 Addresses"",contacts,
963,"""IPv6 Addresses"",contacts,
964,"""Icon"",other,
965,"""Identities"",other,
966,"""If a user change its password, also updates sambaNTPassword and sambaLMPassword"",auth,
967,"""If your OpenID server manages refresh token mechanism, sogo will use it"",sentences,
968,"""Import"",other,
969,"""Import CSV"",other,
970,"""Import Configuration"",settings,
971,"""Import Jobs"",other,
972,"""Import Users"",auth,
973,"""Import and export users in bulk using CSV files."",auth,
974,"""Import completed successfully."",other,
975,"""Import completed. Created: {counts}."",sentences,
976,"""Import data from external sources — G Suite, M365, Dovecot, Cyrus, or file uploads."",sentences,
977,"""Import failed"",errors,
978,"""Import in progress..."",other,
979,"""Import into {name}"",other,
980,"""Import mailboxes from PST files or Microsoft 365 with progress tracking"",mail,
981,"""Import started"",other,
982,"""Import target"",other,
983,"""Import/Export"",other,
984,"""Imported: {created} created, {updated} updated"",sentences,
985,"""In favorites"",other,
986,"""In message content"",mail,
987,"""In progress"",other,
988,"""In {name}"",other,
989,"""Inactive"",other,
990,"""Inactive sessions revoked successfully"",sentences,
991,"""Inbox"",other,
992,"""Include Domains"",other,
993,"""Incoming Mail (IMAP)"",mail,
994,"""Incoming mail is forwarded before applying your filters."",mail,
995,"""Indicate that your LDAP server has Password Policy with notion of expiration and grace period"",auth,
996,"""Indicates the set of entries at or below the BaseDN that may be considered potential matches for a search request "",sentences,
997,"""Individual"",other,
998,"""Industry"",other,
999,"""Info"",other,
1000,"""Inherit from domain policy"",sentences,
1001,"""Initial sieve script"",other,
1002,"""Input Email"",mail,
1003,"""Insert Jitsi meeting link"",calendar,
1004,"""Insert attachment"",other,
1005,"""Insert signature on forward message"",mail,
1006,"""Insert signature on new message"",mail,
1007,"""Insert signature on reply message"",mail,
1008,"""Inspect"",other,
1009,"""Instant messaging"",other,
1010,"""Intelligent Spam Filter"",other,
1011,"""Intercom Settings"",settings,
1012,"""Invalid"",other,
1013,"""Invalid JSON — please check syntax"",sentences,
1014,"""Invalid email address"",mail,
1015,"""Invitation accepted"",other,
1016,"""Invitation declined"",other,
1017,"""Invitation whitelist"",other,
1018,"""Is"",other,
1019,"""Is not"",other,
1020,"""Is over"",other,
1021,"""Is over (KB)"",other,
1022,"""Is under (KB)"",other,
1023,"""JMAP / ActiveSync"",other,
1024,"""JMAP and ActiveSync protocol server status and capabilities"",sentences,
1025,"""JSON"",other,
1026,"""Job title"",other,
1027,"""Join Meeting"",calendar,
1028,"""Junk"",other,
1029,"""Keep a copy in this inbox"",sentences,
1030,"""Keep a copy of forwarded messages in your inbox. Useful if you want to maintain a local archive."",mail,
1031,"""Keep the message"",mail,
1032,"""Key Type"",other,
1033,"""Key where to find the user's mail in user profile."",mail,
1034,"""Kind of mail filtering protocol"",mail,
1035,"""LDAP Filter"",other,
1036,"""LDAP Group Classs"",other,
1037,"""LDAP Password Policy"",auth,
1038,"""LDAP Update Samba Passwords"",auth,
1039,"""LDAP authentication"",other,
1040,"""LDAP server hostname"",other,
1041,"""LDIF"",other,
1042,"""Label"",other,
1043,"""Label applied"",other,
1044,"""Label failed"",errors,
1045,"""Label removed"",other,
1046,"""Labels coming soon"",other,
1047,"""Language"",other,
1048,"""Large"",other,
1049,"""Largest first"",other,
1050,"""Last Activity"",other,
1051,"""Last Name"",other,
1052,"""Last displayed module"",other,
1053,"""Last name"",other,
1054,"""Later today"",other,
1055,"""Launch"",other,
1056,"""Ldape Search Scope"",other,
1057,"""Leave blank to use default subject. You can write {subject} to insert the original subject."",sentences,
1058,"""Leave empty for default behavior"",sentences,
1059,"""Leave empty for no password"",auth,
1060,"""Leave empty for placeholder with generation instructions"",sentences,
1061,"""Light"",other,
1062,"""Limit the maxinum number of user returned after a search query. 0 means no limit"",auth,
1063,"""Links"",other,
1064,"""List name"",other,
1065,"""List of user uid to never return to others for search and autocompletion"",auth,
1066,"""List the sepcial characters allowed in passwords"",auth,
1067,"""Loading"",other,
1068,"""Loading sessions..."",other,
1069,"""Loading tasks…"",tasks,
1070,"""Loading users..."",auth,
1071,"""Loading..."",other,
1072,"""Location"",other,
1073,"""Log Access"",other,
1074,"""Log Retention"",other,
1075,"""Log in"",other,
1076,"""Logging in..."",other,
1077,"""Login Failed Attempt Time Span"",errors,
1078,"""Login Failed Attempt blocked Time"",errors,
1079,"""Login Footer Text"",auth,
1080,"""Login Header Text"",auth,
1081,"""Login Max Failed Attempt"",errors,
1082,"""Login Page"",auth,
1083,"""Login route not found. Please contact your administrator."",contacts,
1084,"""Login successful!"",auth,
1085,"""Logo"",other,
1086,"""Logo URL"",other,
1087,"""Logout"",other,
1088,"""Long Date Style"",other,
1089,"""Look Up"",other,
1090,"""Lookup failed"",errors,
1091,"""Low"",other,
1092,"""Low-code automation: If email from X and subject Y → forward, create event, notify."",mail,
1093,"""Lowest"",other,
1094,"""MFA Methods Available"",other,
1095,"""MX Servers"",other,
1096,"""Mail"",mail,
1097,"""Mail Filters"",mail,
1098,"""Mail Forward"",mail,
1099,"""Mail General Settings"",mail,
1100,"""Mail Labels"",mail,
1101,"""Mail Notifications"",mail,
1102,"""Mail UID"",mail,
1103,"""Mail filtering has been disabled by your administrator."",mail,
1104,"""Mail filtering type"",mail,
1105,"""Mail for spam"",mail,
1106,"""Mail forwarding has been disabled by your administrator."",mail,
1107,"""Mail notifications have been disabled by your administrator."",mail,
1108,"""Mail sent"",mail,
1109,"""Mail server is temporarily unavailable."",mail,
1110,"""Mail server type"",mail,
1111,"""Mail settings"",mail,
1112,"""Mailbox"",mail,
1113,"""Mailbox Debug"",mail,
1114,"""Mailbox Size Limit"",mail,
1115,"""Mailstore"",mail,
1116,"""Manage OAuth2 client applications. SOGo acts as an OAuth2 authorization server and OpenID Connect provider."",sentences,
1117,"""Manage bookable resources such as meeting rooms, equipment, and vehicles. Resources can be invited as attendees to calendar events with automatic conflict detection."",calendar,
1118,"""Manage configuration rules for domains"",settings,
1119,"""Manage database and mailstore backups with retention policies and optional S3 upload."",mail,
1120,"""Manage registered devices, push notifications, and app configuration"",settings,
1121,"""Manage student groups, course mailing lists, and enrollment"",mail,
1122,"""Manage volunteers, assign shifts, track hours, and generate certificates"",sentences,
1123,"""Manage who has access to ""{folder}"" and their permissions."",sentences,
1124,"""Map your User Source field to contact attribute"",contacts,
1125,"""Mark as Read"",other,
1126,"""Mark as read"",other,
1127,"""Mark as spam"",other,
1128,"""Mark as unread"",other,
1129,"""Mark messages as read after (defined) seconds"",mail,
1130,"""Marked as maybe"",other,
1131,"""Marked as spam"",other,
1132,"""Mas mail sent block time"",mail,
1133,"""Master account from"",other,
1134,"""Master account login"",auth,
1135,"""Master account password"",auth,
1136,"""Match"",other,
1137,"""Match all messages"",mail,
1138,"""Match all the following rules"",sentences,
1139,"""Match any of the following rules"",sentences,
1140,"""Match regex"",other,
1141,"""Match the following conditions"",sentences,
1142,"""Matrix Chat"",other,
1143,"""Matrix Chat Integration"",other,
1144,"""Max Calendars"",calendar,
1145,"""Max Contacts"",contacts,
1146,"""Max Sentences"",other,
1147,"""Max mail sent"",mail,
1148,"""Max mail sent time"",mail,
1149,"""Max recipients in mail"",mail,
1150,"""Maximize"",other,
1151,"""Maximum API request"",other,
1152,"""Maximum length of a user password, inclusive. 0 means no limit"",auth,
1153,"""Maximum mail a user can send during a time"",mail,
1154,"""Maximum {max} addresses allowed"",contacts,
1155,"""Maximum {max} compose windows allowed."",sentences,
1156,"""Maximum {max} participants reached"",sentences,
1157,"""Maximum {max} recipients reached"",sentences,
1158,"""Maximun API request time"",sentences,
1159,"""Maybe"",other,
1160,"""Medium"",other,
1161,"""Meeting Setup"",calendar,
1162,"""Meeting Title"",calendar,
1163,"""Meeting Transcripts"",calendar,
1164,"""Members"",other,
1165,"""Message moved"",mail,
1166,"""Message to Reviewers"",mail,
1167,"""Message..."",mail,
1168,"""Middle name"",other,
1169,"""Migration"",other,
1170,"""Migration History"",other,
1171,"""Migration Tools"",other,
1172,"""Migration applied"",other,
1173,"""Migration failed"",errors,
1174,"""Migration started"",other,
1175,"""Minimize"",other,
1176,"""Minimum character for autocompletion"",sentences,
1177,"""Minimum days between auto replies"",sentences,
1178,"""Minimum length of a user password, inclusive. Minimumn of 4."",auth,
1179,"""Minimum occurence of digits. 0 means no limit"",sentences,
1180,"""Minimum occurence of lowercase letter. 0 means no limit"",sentences,
1181,"""Minimum occurence of special characters. 0 means no limit"",sentences,
1182,"""Minimum occurence of uppercase letter. 0 means no limit"",sentences,
1183,"""Mobile"",other,
1184,"""Mobile App"",other,
1185,"""Mobile App Management"",other,
1186,"""Moderated — requires approval"",sentences,
1187,"""Modify global system settings below."",settings,
1188,"""Module Access"",other,
1189,"""Mon"",other,
1190,"""Monday"",other,
1191,"""Month"",other,
1192,"""Month(s)"",other,
1193,"""Monthly"",other,
1194,"""More Options"",other,
1195,"""More actions"",other,
1196,"""Most settings are read-only."",settings,
1197,"""Move"",other,
1198,"""Move failed"",errors,
1199,"""Move folder"",other,
1200,"""Move to"",other,
1201,"""Move to Inbox"",other,
1202,"""Move to Junk"",other,
1203,"""Move to folder"",other,
1204,"""Move to trash"",other,
1205,"""Moved to Inbox"",other,
1206,"""Multi-Tenant Branding"",other,
1207,"""My Calendar"",calendar,
1208,"""My S/MIME Certificate"",other,
1209,"""Name"",other,
1210,"""Name (optional)"",other,
1211,"""Name and at least one step are required"",sentences,
1212,"""Name and email are required"",mail,
1213,"""Name and redirect URI are required"",sentences,
1214,"""Name of the certificate"",sentences,
1215,"""Name of your OpenID client"",sentences,
1216,"""Name required"",other,
1217,"""Name, conditions, and actions are required"",sentences,
1218,"""Natural Language Search"",other,
1219,"""Never"",other,
1220,"""Never send read receipts"",sentences,
1221,"""New Account"",other,
1222,"""New Action"",other,
1223,"""New Appointment Slot"",other,
1224,"""New Approval"",other,
1225,"""New Event"",calendar,
1226,"""New External Account"",other,
1227,"""New Password"",auth,
1228,"""New Recipient Ratio"",other,
1229,"""New Rule"",other,
1230,"""New Scheduling Poll"",other,
1231,"""New Subfolder"",other,
1232,"""New Ticket"",other,
1233,"""New Transcript"",other,
1234,"""New Webhook"",other,
1235,"""New Workflow"",other,
1236,"""New contact"",contacts,
1237,"""New distribution list"",other,
1238,"""New folder"",other,
1239,"""New message"",mail,
1240,"""New subfolder"",other,
1241,"""New task"",tasks,
1242,"""Newest first"",other,
1243,"""Next"",other,
1244,"""Next mail"",mail,
1245,"""Next page"",other,
1246,"""Next week"",other,
1247,"""Nickname"",other,
1248,"""No CRM accounts yet."",sentences,
1249,"""No IMAP accounts configured yet. Add your first account to get started."",settings,
1250,"""No OAuth2 clients registered yet."",sentences,
1251,"""No SCIM users provisioned yet"",auth,
1252,"""No active sessions found"",sentences,
1253,"""No appointment slots. Create one to share your availability."",sentences,
1254,"""No approval workflows yet."",sentences,
1255,"""No audit log entries found."",sentences,
1256,"""No availability data"",other,
1257,"""No backups yet."",other,
1258,"""No bookings yet."",other,
1259,"""No configuration snapshots yet."",settings,
1260,"""No contact found."",contacts,
1261,"""No contacts yet"",contacts,
1262,"""No content"",other,
1263,"""No devices registered yet"",sentences,
1264,"""No donors registered yet"",sentences,
1265,"""No events"",calendar,
1266,"""No events found"",calendar,
1267,"""No file was provided for import."",sentences,
1268,"""No files found"",other,
1269,"""No folders found"",other,
1270,"""No import jobs yet"",sentences,
1271,"""No linked users"",auth,
1272,"""No mail filters yet"",mail,
1273,"""No members in this list"",sentences,
1274,"""No message found."",mail,
1275,"""No migrations recorded."",other,
1276,"""No migrations yet."",other,
1277,"""No notes"",other,
1278,"""No passkeys registered yet."",sentences,
1279,"""No pending tasks"",tasks,
1280,"""No priority"",other,
1281,"""No quick actions yet. Create one to speed up your workflow."",sentences,
1282,"""No recipient"",other,
1283,"""No resources configured yet. Create one to get started."",settings,
1284,"""No results"",other,
1285,"""No results."",other,
1286,"""No rules configured yet"",settings,
1287,"""No rules match your search"",sentences,
1288,"""No scheduling polls yet. Create one to find the best meeting time."",calendar,
1289,"""No shared drafts. Create one to collaborate on an email."",mail,
1290,"""No shared files. Create a share link to securely distribute files."",sentences,
1291,"""No signature"",other,
1292,"""No subject"",other,
1293,"""No subject and no content"",sentences,
1294,"""No tasks yet"",tasks,
1295,"""No tickets yet."",other,
1296,"""No transcripts yet."",other,
1297,"""No upcoming events for this period"",calendar,
1298,"""No users found"",auth,
1299,"""No users have access yet."",auth,
1300,"""No volunteers registered yet"",sentences,
1301,"""No webhooks configured. Click Add Webhook to get started."",settings,
1302,"""No workflows defined. Create one to automate actions."",sentences,
1303,"""No-shows"",other,
1304,"""Non-working hours"",other,
1305,"""None"",other,
1306,"""Normal"",other,
1307,"""Notes"",other,
1308,"""Notification blacklisted domains"",other,
1309,"""Notification message"",mail,
1310,"""Notification settings not applied"",settings,
1311,"""Notification settings saved"",settings,
1312,"""Notification title"",other,
1313,"""Notification whitelisted domains"",other,
1314,"""Notifications"",other,
1315,"""Notify external addresses when a filter rule matches incoming mail."",mail,
1316,"""OAuth Clients"",other,
1317,"""OAuth2 / OIDC Clients"",sentences,
1318,"""OK"",other,
1319,"""Older first"",other,
1320,"""On"",other,
1321,"""On day"",other,
1322,"""One or more selected members are not contacts in this address book."",contacts,
1323,"""Only precise the host and port, don't add any other info"",sentences,
1324,"""Only set if the user login to your mail filter server (sieve) is different than its main mail. Set here the field where to find their login"",mail,
1325,"""Only set if the user login to your mail outgoing server (smtp) is different than its main mail. Set here the field where to find their login"",mail,
1326,"""Only set if the user login to your mail server (imap) is different than its main mail. Set here the field where to find their login"",mail,
1327,"""Open Inbox"",other,
1328,"""Open compose in new window"",sentences,
1329,"""Open compose inside webmail"",mail,
1330,"""Open in new page"",sentences,
1331,"""Open menu"",other,
1332,"""Open — anyone can book"",sentences,
1333,"""OpenID client name"",other,
1334,"""OpenID client scope"",other,
1335,"""OpenID client secret"",other,
1336,"""Operation completed successfully."",other,
1337,"""Operation failed"",errors,
1338,"""Optional description of this rule"",sentences,
1339,"""Optional reject message"",mail,
1340,"""Optional. If empty, the record will include a placeholder with the openssl command to generate the key pair."",sentences,
1341,"""Organization"",other,
1342,"""Organization name"",other,
1343,"""Organizer"",other,
1344,"""Original Email"",mail,
1345,"""Other"",other,
1346,"""Others"",other,
1347,"""Out of office"",other,
1348,"""Outbound webhooks for n8n, Make, and other automation platforms. Events trigger HTTP POST with HMAC-signed payloads."",calendar,
1349,"""Outgoing Mail (SMTP)"",mail,
1350,"""Outgoing Mail server type"",mail,
1351,"""Overdue"",other,
1352,"""PHI Detection"",other,
1353,"""PHI Scanner"",other,
1354,"""PO box"",other,
1355,"""PST / M365 Import & Export"",sentences,
1356,"""PST analyzed"",other,
1357,"""Page {page} of {total}"",sentences,
1358,"""Pagination applies to contacts; all lists are shown."",contacts,
1359,"""Parsed Headers"",other,
1360,"""Parsed Query"",other,
1361,"""Part of the suggested {duration}-min window · {time}"",sentences,
1362,"""Participants"",other,
1363,"""Passkey authentication failed. Please try again."",errors,
1364,"""Passkey registered successfully!"",other,
1365,"""Passkeys (WebAuthn)"",other,
1366,"""Passkeys are not supported on this device or browser."",sentences,
1367,"""Passkeys let you sign in without a password using your device's biometric sensor (fingerprint, Face ID) or a hardware security key. Your passkey is stored securely on this device."",auth,
1368,"""Password"",auth,
1369,"""Password Algorithm Symmetric Key Type"",auth,
1370,"""Password Algorithm Symmetric Key Value"",auth,
1371,"""Password Recovery Methods Available"",auth,
1372,"""Password algorithm used by this user source. Mandatory for a SQL user source. Optionnal for ldap: only needed if you allow user to change their password"",auth,
1373,"""Password changed successfully"",auth,
1374,"""Password must be at least 8 characters"",auth,
1375,"""Password must not exceed 128 characters"",auth,
1376,"""Password required to import the certificate file"",auth,
1377,"""Passwords do not match"",auth,
1378,"""Paste JSON configuration here..."",settings,
1379,"""Paste an email signature here..."",mail,
1380,"""Paste an existing SPF or DMARC record value to check for syntax errors and best-practice warnings."",errors,
1381,"""Paste email content..."",mail,
1382,"""Paste email or document text to scan for PHI..."",mail,
1383,"""Paste meeting notes or transcript..."",calendar,
1384,"""Paste the email body here..."",mail,
1385,"""Paste the email body..."",mail,
1386,"""Paste the email you want to reply to..."",mail,
1387,"""Pattern Normal"",other,
1388,"""Pending"",other,
1389,"""Per page"",other,
1390,"""Perform the following actions"",sentences,
1391,"""Permanently delete (cannot be undone)"",actions,
1392,"""Permanently delete all messages in ""{folder}""? This action cannot be undone."",mail,
1393,"""Permission Level"",other,
1394,"""Person"",other,
1395,"""Personal Calendars"",calendar,
1396,"""Phone"",other,
1397,"""Phone numbers"",other,
1398,"""Photo"",other,
1399,"""Pick a date"",other,
1400,"""Pick a date & time"",sentences,
1401,"""Place the attachment"",other,
1402,"""Please add at least one recipient before sending."",sentences,
1403,"""Please check the details and proceed with caution."",sentences,
1404,"""Please enter a valid URL"",sentences,
1405,"""Please enter a valid email address"",mail,
1406,"""Please enter a valid email address."",mail,
1407,"""Please enter a valid time in HH:MM format."",sentences,
1408,"""Please review this draft before I send it"",sentences,
1409,"""Please try again later."",sentences,
1410,"""Policy"",other,
1411,"""Policy Percentage"",other,
1412,"""Poll Title"",other,
1413,"""Poll created"",other,
1414,"""Popup"",other,
1415,"""Port"",other,
1416,"""Port of the imap server"",sentences,
1417,"""Port of the sieve server"",sentences,
1418,"""Port of the smtp server"",sentences,
1419,"""Postal code"",other,
1420,"""Preferences"",other,
1421,"""Preferred"",other,
1422,"""Prefix"",other,
1423,"""Press Enter to add this address"",contacts,
1424,"""Prevent to be add as attendee by others users"",calendar,
1425,"""Prevent user from exporting their folder among mail, calendar and contact"",mail,
1426,"""Prevent user from sharing their folder among mail, calendar and contact"",mail,
1427,"""Prevent user from sharing their folder with all authenticated user among mail, calendar and contact"",mail,
1428,"""Prevents sending duplicate vacation replies within this period (RFC 5230 :days)."",calendar,
1429,"""Preview PDF and Office documents in-browser. PDFs render natively; Office docs use Collabora/OnlyOffice."",sentences,
1430,"""Preview Settings"",settings,
1431,"""Previous"",other,
1432,"""Previous mail"",mail,
1433,"""Previous page"",other,
1434,"""Primary Color"",other,
1435,"""Primary Foreground"",other,
1436,"""Primary accent color in the sidebar"",sentences,
1437,"""Print"",other,
1438,"""Print blocked"",other,
1439,"""Priority"",other,
1440,"""Private"",other,
1441,"""Profile"",other,
1442,"""Progress"",other,
1443,"""Proposed Time Slots"",other,
1444,"""Protanopia"",other,
1445,"""Provision User"",auth,
1446,"""Provisioned Users"",auth,
1447,"""Public"",other,
1448,"""Public Key (Base64)"",other,
1449,"""Publish bookable time slots (Calendly-style). Generate booking links for external participants."",sentences,
1450,"""Purge"",other,
1451,"""Purge allow user to delete all their mail older than a date in a folder or fot their whole account."",mail,
1452,"""Purge failed"",errors,
1453,"""Purge folder"",other,
1454,"""Purge minimun days"",other,
1455,"""Push Notifications"",other,
1456,"""Push notification sent"",other,
1457,"""Put the full url of your CAS server"",sentences,
1458,"""Quick Actions"",other,
1459,"""Quota updated"",other,
1460,"""Quotas"",other,
1461,"""Raw Email Source"",mail,
1462,"""Read"",other,
1463,"""Read Receipts"",other,
1464,"""Read-only"",other,
1465,"""Read-only calendar"",calendar,
1466,"""Real-time spam scoring with pattern analysis, sender reputation, and content heuristics."",sentences,
1467,"""Real-time status of all services in the SOGo stack."",sentences,
1468,"""Reason (required)"",other,
1469,"""Receipts"",other,
1470,"""Receive notifications for new emails, calendar events, and more."",mail,
1471,"""Recent Bookings"",other,
1472,"""Recipient Count"",other,
1473,"""Record Donation"",other,
1474,"""Record meeting transcripts, auto-generate summaries and action items."",calendar,
1475,"""Record value is required"",sentences,
1476,"""Recurring event"",calendar,
1477,"""Redirect URIs"",other,
1478,"""Refresh"",other,
1479,"""Refresh Frequency"",other,
1480,"""Region / State"",other,
1481,"""Register"",other,
1482,"""Register Client"",other,
1483,"""Register Donor"",other,
